food_code,food_name,meal_type,primarysource,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,sfa_mg,mufa_mg,pufa_mg,cholesterol_mg,calcium_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,iron_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vita_ug,vite_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug,vitc_mg,carotenoids_ug,servings_unit,unit_serving_energy_kj,unit_serving_energy_kcal,unit_serving_carb_g,unit_serving_protein_g,unit_serving_fat_g,unit_serving_freesugar_g,unit_serving_fibre_g,unit_serving_sfa_mg,unit_serving_mufa_mg,unit_serving_pufa_mg,unit_serving_cholesterol_mg,unit_serving_calcium_mg,unit_serving_phosphorus_mg,unit_serving_magnesium_mg,unit_serving_sodium_mg,unit_serving_potassium_mg,unit_serving_iron_mg,unit_serving_copper_mg,unit_serving_selenium_ug,unit_serving_chromium_mg,unit_serving_manganese_mg,unit_serving_molybdenum_mg,unit_serving_zinc_mg,unit_serving_vita_ug,unit_serving_vite_mg,unit_serving_vitd2_ug,unit_serving_vitd3_ug,unit_serving_vitk1_ug,unit_serving_vitk2_ug,unit_serving_folate_ug,unit_serving_vitb1_mg,unit_serving_vitb2_mg,unit_serving_vitb3_mg,unit_serving_vitb5_mg,unit_serving_vitb6_mg,unit_serving_vitb7_ug,unit_serving_vitb9_ug,unit_serving_vitc_mg,unit_serving_carotenoids_ug
OSR069,Baked eggs in tomato sauce,egg,open_source_recipes,335.90,80.05,3.78,4.92,5.22,2.03,0.01,1440.99,2049.81,1073.64,77.26,71.94,77.38,20.55,188.21,321.52,1.31,0.04,9.35,0.00,0.38,0.00,0.53,49.40,1.60,0.01,0.17,263.41,2.94,63.90,0.09,0.08,0.89,0.41,0.19,4.32,63.90,49.39,1750.43,plate,1671.10,398.25,18.79,24.48,25.99,10.08,0.04,7168.94,10197.83,5341.35,384.38,357.88,384.95,102.22,936.33,1599.58,6.52,0.19,46.49,0.00,1.89,0.01,2.62,245.77,7.95,0.03,0.84,1310.45,14.61,317.88,0.43,0.42,4.42,2.06,0.96,21.50,317.88,245.70,8708.40
OSR070,Egg in a pepper,egg,open_source_recipes,538.83,128.78,0.17,12.64,8.68,0.05,0.17,2800.94,3292.86,1101.69,345.88,48.25,176.67,12.83,183.89,144.67,1.76,0.07,38.25,0.00,0.04,0.00,1.18,187.11,1.44,0.07,0.79,1.76,13.81,49.87,0.06,0.18,0.14,1.40,0.16,17.53,49.87,5.77,288.45,egg,3136.00,749.50,1.00,73.58,50.49,0.28,0.99,16301.46,19164.43,6411.86,2013.00,280.80,1028.19,74.65,1070.25,841.96,10.25,0.42,222.64,0.00,0.26,0.02,6.88,1089.00,8.37,0.41,4.62,10.24,80.36,290.24,0.36,1.05,0.81,8.16,0.95,102.00,290.24,33.60,1678.79
OSR071,Spinach mushroom scrambled egg (Palak mushroom bhurji),egg,open_source_recipes,663.88,158.85,0.59,13.28,11.51,0.10,0.39,5247.66,3825.72,1016.19,276.56,140.31,205.75,19.41,227.97,180.76,1.60,0.07,31.19,0.00,0.11,0.01,1.35,188.91,1.24,1.40,0.67,22.35,10.54,46.58,0.06,0.19,0.17,1.17,0.14,14.04,46.58,1.95,734.23,plate,773.08,184.98,0.68,15.46,13.40,0.12,0.46,6110.91,4455.06,1183.35,322.05,163.40,239.59,22.60,265.47,210.49,1.87,0.08,36.32,0.00,0.12,0.02,1.57,219.98,1.44,1.63,0.78,26.03,12.27,54.24,0.07,0.22,0.19,1.36,0.17,16.35,54.24,2.27,855.01
OSR072,Corn omelette/omlet,egg,open_source_recipes,695.24,166.93,1.57,11.37,12.89,0.41,0.02,6129.16,4076.53,1093.55,253.36,96.22,180.05,17.36,166.42,145.92,1.34,0.06,26.54,0.00,0.06,0.00,1.22,201.49,1.16,0.02,0.54,0.84,9.40,42.04,0.07,0.17,0.43,1.13,0.12,12.12,42.04,1.49,131.96,omelette,1350.50,324.26,3.05,22.09,25.04,0.79,0.04,11905.89,7918.65,2124.22,492.14,186.92,349.76,33.72,323.26,283.46,2.59,0.11,51.56,0.00,0.11,0.01,2.37,391.39,2.26,0.03,1.05,1.64,18.26,81.65,0.14,0.33,0.84,2.19,0.23,23.55,81.65,2.90,256.33
OSR073,Cajun chicken,non-veg,open_source_recipes,768.11,184.94,1.94,12.69,13.99,1.10,0.89,5143.72,5138.32,728.50,39.32,156.98,168.97,18.93,1740.13,181.55,0.53,0.13,7.40,0.00,0.10,0.00,1.17,74.00,0.44,0.28,0.45,10.07,9.13,26.60,0.06,0.10,2.85,0.57,0.26,3.73,26.60,27.13,662.41,chicken breast,1286.58,309.78,3.25,21.26,23.43,1.84,1.49,8615.72,8606.69,1220.24,65.86,262.95,283.02,31.70,2914.72,304.09,0.88,0.22,12.40,0.01,0.16,0.01,1.96,123.95,0.74,0.47,0.76,16.87,15.29,44.55,0.10,0.18,4.78,0.96,0.44,6.25,44.55,45.44,1109.53
OSR074,Paaner do pyaza,veg,open_source_recipes,529.49,127.70,3.41,4.22,10.87,2.20,0.84,3612.60,2916.58,3483.96,15.07,57.22,82.36,17.05,160.66,135.24,0.45,0.07,1.81,0.00,0.17,0.01,0.43,49.84,2.68,1.14,0.00,4.14,0.00,15.37,0.04,0.10,0.27,0.20,0.06,2.43,15.37,7.25,623.05,bowl,1227.74,296.11,7.90,9.78,25.20,5.09,1.94,8376.66,6762.76,8078.38,34.94,132.68,190.96,39.54,372.54,313.59,1.04,0.17,4.20,0.00,0.39,0.03,1.00,115.57,6.22,2.64,0.00,9.60,0.00,35.64,0.10,0.23,0.62,0.46,0.15,5.63,35.64,16.81,1444.68
OSR075,Cabbage manchurian (Pattagobhi manchurian),veg,open_source_recipes,924.16,224.26,4.85,0.64,22.48,0.33,0.37,2726.50,4623.99,14190.72,0.18,3.18,8.86,3.50,75.02,34.44,0.20,0.02,0.05,0.00,0.07,0.00,0.07,0.47,11.03,0.38,0.00,2.62,0.00,4.08,0.01,0.01,0.10,0.07,0.02,0.24,4.08,3.83,70.43,bowl,6842.35,1660.41,35.90,4.71,166.47,2.47,2.75,20186.62,34235.43,105066.22,1.33,23.56,65.60,25.89,555.41,255.01,1.47,0.11,0.36,0.01,0.50,0.01,0.54,3.47,81.63,2.79,0.00,19.37,0.00,30.24,0.09,0.06,0.75,0.51,0.12,1.74,30.24,28.39,521.46
OSR076,Gobi 65,veg,open_source_recipes,1145.98,278.29,3.59,0.56,29.11,0.29,0.57,3545.37,5967.12,18366.84,0.29,12.37,13.11,5.75,69.22,56.39,0.30,0.02,0.21,0.00,0.11,0.01,0.08,0.73,14.25,0.55,0.00,7.50,0.00,4.39,0.01,0.02,0.12,0.06,0.02,0.28,4.39,3.21,614.01,plate,9827.23,2386.48,30.81,4.81,249.63,2.48,4.90,30402.97,51170.44,157503.03,2.47,106.11,112.44,49.34,593.56,483.58,2.60,0.18,1.77,0.01,0.92,0.08,0.66,6.30,122.23,4.73,0.00,64.31,0.00,37.66,0.09,0.16,1.06,0.55,0.21,2.37,37.66,27.52,5265.36
OSR077,Paneer lababdar,veg,open_source_recipes,437.87,105.48,3.37,3.98,8.46,1.96,1.16,1898.13,2330.04,3654.59,7.19,55.56,77.52,19.63,142.45,145.50,0.56,0.08,1.69,0.00,0.19,0.02,0.42,20.93,2.76,2.64,0.00,11.57,0.00,14.81,0.05,0.09,0.27,0.21,0.06,2.26,14.81,7.19,1467.88,bowl,1674.00,403.24,12.87,15.23,32.36,7.51,4.43,7256.64,8907.86,13971.69,27.50,212.41,296.38,75.03,544.60,556.24,2.14,0.32,6.44,0.01,0.72,0.07,1.61,80.00,10.54,10.10,0.00,44.24,0.00,56.60,0.18,0.34,1.03,0.81,0.22,8.62,56.60,27.48,5611.77
OSR099,Sago khitchdi/khichri (Sabudana khitchdi/khichri),veg,open_source_recipes,785.65,187.16,22.41,2.72,10.10,1.03,1.82,4729.75,3056.39,1331.00,12.24,15.13,55.28,27.71,100.26,189.28,0.86,0.13,1.11,0.00,0.25,0.02,0.39,45.87,0.85,1.06,0.00,5.38,0.00,12.60,0.07,0.02,1.24,0.17,0.05,0.48,12.60,4.94,380.08,bowl,2131.94,507.89,60.82,7.38,27.41,2.80,4.95,12834.65,8293.83,3611.79,33.21,41.06,150.00,75.20,272.07,513.62,2.33,0.36,3.02,0.01,0.67,0.06,1.07,124.47,2.30,2.87,0.00,14.59,0.00,34.18,0.18,0.04,3.36,0.47,0.13,1.29,34.18,13.41,1031.39
